Id da Instalação;Nome;Id Agente Principal;Agente Principal;Data Prevista;Data Entrada,x,y
RSCHR3;SUB CHARQUEADAS 3                                  RS       ;MZ5;MEZ 5 ENERGIA S.A.                                             ;30/09/2025;23/06/2024,-51.59705830399997,-29.970505602999992
RSCIAG;SUB COMPLEXO IND. AUTOMOTIVO GRAVATAI              RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-50.91527800299997,-29.934722201
RSCIN ;SUB CIDADE  INDUSTRIAL                             RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-51.17777780399996,-29.89138890099997
RSCNA1;SUB CANOAS 1 CEEE                                  RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-51.19083329999995,-29.947222203999956
RSCNA2;SUB CANOAS 2 CEEE                                  RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;31/08/2002;17/08/2002,-51.14688630399996,-29.877082705999953
RSCTA ;SUB CANDIOTA                                       RS       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;30/12/2015;10/07/2015,-53.691472000999966,-31.568144001999997
RSCTA2;SUB CANDIOTA 2                                     RS       ;CHT;CHIMARRÃO TRANSMISSORA DE ENERGIA S.A.                         ;30/11/2021;27/01/2022,-53.69028600299998,-31.568639003999976
RSCTT ;SUB CASTERTECH                                     RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;31/10/2009;30/11/2009,-51.148083000999975,-29.146425002
RSCXN ;SUB CAXIAS NORTE                                   RS       ;ECY;INTERLIGAÇÃO ELÉTRICA EVRECY S.A.                              ;30/12/2020;31/10/2024,-51.28027800499996,-29.059167005999996
RSELD ;SUB ELDORADO DO SUL                                RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-51.3172222,-30.01416670599997
RSFAR ;SUB FARROUPILHA                                    RS       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;;02/06/2000,-51.32388890499999,-29.21861110699996
RSFIB ;SUB FIBRAPLAC                                      RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;30/04/2003;18/06/2003,-50.76638890099997,-29.896944403999953
RSGAR1;SUB GARIBALDI 1                                    RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-51.511944406,-29.237222202999988
RSGBI1;SUB CONVERSORA GARABI 1                            RS       ;TAE;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S A                   ;;02/06/2000,-55.67065100399998,-28.255729005999967
RSGBI2;SUB CONVERSORA GARABI 2                            RS       ;TAE;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S A                   ;07/04/2002;01/05/2002,-55.671025000999975,-28.253955007000002
RSGRA ;SUB GRAVATAI                                       RS       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;;16/11/1993,-51.061389007,-29.88472200299998
RSGRA2;SUB GRAVATAI 2                                     RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-51.064166701999966,-29.88527800199995
RSGRA3;SUB GRAVATAI 3                                     RS       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;25/11/2007;30/11/2007,-50.983333007,-29.89444400499997
RSGRT ;SUB GUARITA                                        RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-53.56944440299998,-27.61194440099996
RSGUA2;SUB GUAIBA 2                                       RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-51.381737000999976,-30.129893005999975
RSGUA3;SUB GUAIBA 3                                       RS       ;CHT;CHIMARRÃO TRANSMISSORA DE ENERGIA S.A.                         ;30/11/2021;22/12/2021,-51.55793200399995,-30.045858003999967
RSIJU2;SUB IJUI 2                                         RS       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;30/04/2013;14/04/2013,-53.903333000999964,-28.36480600499999
RSJBO ;SUB JARDIM BOTANICO                                RS       ;TSB;TRANSMISSORA DE ENERGIA SUL BRASIL S.A.                        ;10/03/2019;17/03/2019,-51.172914005999985,-30.04338900099998
RSLAJ2;SUB LAJEADO 2                                      RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-51.98450300099995,-29.465564005999966
RSLAJ3;SUB LAJEADO III                                    RS       ;VNY;SE VINEYARDS TRANSMISSAO DE ENERGIA S.A.                       ;19/12/2019;22/12/2019,-51.916000000999986,-29.43138900499997
RSLBA ;SUB LAGOA DOS BARROS                               RS       ;ENF;Ventos do Sul Energia S.A.                                     ;30/06/2006;14/05/2006,-50.29653400199999,-29.961154007000005
RSLGR ;SUB LAJEADO GRANDE                                 RS       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;30/07/2003;27/09/2003,-50.564166701999966,-29.00277780099998
RSLIV2;SUB LIVRAMENTO 2                                   RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-55.542222202000005,-30.86138890799998
RSLIV3;SUB LIVRAMENTO 3                                   RS       ;SAT;SANT’ANA TRANSMISSORA DE ENERGIA ELÉTRICA S.A.                 ;22/06/2022;27/03/2022,-55.758299000999955,-30.785878002999993
RSLVE2;SUB LAGOA VERMELHA 2                               RS       ;TAU;EMPRESA DE TRANSMISSÃO DO ALTO DO URUGUAI S/A                  ;10/04/2005;17/04/2005,-51.52500000599997,-28.186111100999995
RSMBR ;SUB MACAMBARA                                      RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-56.064722202999974,-29.149722204
RSMBR3;SUB MACAMBARA 3                                    RS       ;SAT;SANT’ANA TRANSMISSORA DE ENERGIA ELÉTRICA S.A.                 ;22/03/2024;30/11/2022,-56.063852005,-29.157521003
RSMCL ;SUB MONTE CLARO                                    RS       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;01/10/2004;27/09/2004,-51.534166701000004,-29.039444403000005
RSMIS ;SUB MISSOES                                        RS       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;;31/12/1990,-54.93250000499995,-28.388333306999982
RSMRO ;SUB MARMELEIRO 2                                   RS       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;30/12/2014;19/12/2014,-52.993700004999994,-33.13931000299999
RSNPE2;SUB NOVA PETROPOLIS 2                              RS       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;02/12/2012;03/11/2012,-51.00335300699999,-29.351783001
RSNPR2;SUB NOVA PRATA 2                                   RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-51.612222202,-28.805277802999967
RSOSO2;SUB OSORIO 2                                       RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-50.315506003999985,-29.895353005000004
RSOSO3;SUB OSORIO 3                                       RS       ;SUL;CPFL TRANSMISSÃO DE ENERGIA SUL II LTDA.                       ;22/03/2024;11/03/2023,-50.308272004,-29.90161900299995
RSPA01;SUB PORTO ALEGRE 1                                 RS       ;SUL;CPFL TRANSMISSÃO DE ENERGIA SUL II LTDA.                       ;22/03/2024;02/09/2022,-51.171056002,-30.01618100799999
RSPA10;SUB PORTO ALEGRE 10                                RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-51.196111105,-30.045833304999974
RSPA13;SUB PORTO ALEGRE 13                                RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-51.22527780399997,-30.094722204999982
RSPAL4;SUB PORTO ALEGRE 4                                 RS       ;MZ5;MEZ 5 ENERGIA S.A.                                             ;;02/06/2000,-51.22861110399998,-30.04611110799999
RSPAL6;SUB PORTO ALEGRE 6                                 RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-51.14305560299999,-30.06333330399997
RSPAL8;SUB PORTO ALEGRE 8                                 RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;08/06/2008;08/06/2008,-51.140555604999975,-30.00833330399996
RSPAL9;SUB PORTO ALEGRE 9                                 RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-51.19583330299997,-29.971111104999977
RSPEL3;SUB PELOTAS 3                                      RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-52.406944401999965,-31.726944403000005
RSPFU ;SUB PASSO  FUNDO                                   RS       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;;21/03/1973,-52.71805600099998,-27.483056001999955
RSPME ;SUB PRESIDENTE MEDICI                              RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;15/03/2005;16/03/2005,-53.68194439999996,-31.551667006000002
RSPNO ;SUB POVO NOVO                                      RS       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;30/12/2014;09/12/2014,-52.33571200099999,-31.92813400299997
RSPOL ;SUB NOVA STA RITA                                  RS       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;02/04/2006;03/04/2006,-51.343778706999956,-29.82320550199995
RSPPE ;SUB POLO PETROQUIMICO                              RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-51.38805559999997,-29.869166702999962
RSQUI ;SUB QUINTA                                         RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-52.26722220299996,-32.075277805999974
RSRES ;SUB RESTINGA                                       RS       ;TSB;TRANSMISSORA DE ENERGIA SUL BRASIL S.A.                        ;20/09/2018;06/12/2018,-51.163028001999976,-30.124988004999977
RSSAG2;SUB SANTO ANGELO 2                                 RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-54.285555504,-28.303333305999956
RSSBO2;SUB SAO BORJA 2                                    RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-55.99583329999996,-28.688888900999984
RSSCH ;SUB SCHARLAU                                       RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-51.151388905999966,-29.719722004000005
RSSCH2;SUB SCHARLAU 2                                     RS       ;IE1;INTERLIGAÇÃO ELÉTRICA SUL S.A                                  ;07/11/2010;16/11/2010,-51.15166700599997,-29.719722004000005
RSSCR1;SUB SANTA CRUZ 1                                   RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-52.54722220499997,-29.71250000699996
RSSMA3;SUB SANTA MARIA 3                                  RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-53.87583330299998,-29.681111106000003
RSSMT ;SUB SANTA MARTA                                    RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-52.428611106999995,-28.28333330199996
RSSRO ;SUB SANTA ROSA 1                                   RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-54.45694440599999,-27.87583330399997
RSSTA ;SUB SANTO ANGELO                                   RS       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;;02/06/2000,-54.32527800599996,-28.27750000399999
RSSVI ;SUB SAO VICENTE SUL                                RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-54.69583330299997,-29.69388890299996
RSSVP ;SUB SANTA VITORIA DO PALMAR 2                      RS       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;30/12/2014;19/12/2014,-53.302226007,-33.473520003999965
RSTAQ ;SUB TAQUARA                                        RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-50.792222202000005,-29.655555606999997
RSTOR2;SUB TORRES 2                                       RS       ;LTO;EDP TRANSMISSÃO LITORAL SUL S.A.                               ;06/10/2020;05/07/2022,-49.787944003999996,-29.32849700099996
RSTPR2;SUB TAPERA 2                                       RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;15/03/2005;23/03/2005,-52.868055604000006,-28.673611104999964
RSURU5;SUB URUGUAIANA5                                    RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-57.00333329999995,-29.807500005999998
RSVAI ;SUB VENANCIO AIRES                                 RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;02/06/2000,-52.15527780399998,-29.63361110599999
RSVIA3;SUB VIAMAO 3                                       RS       ;TSB;TRANSMISSORA DE ENERGIA SUL BRASIL S.A.                        ;16/11/2016;18/12/2016,-51.063210002999995,-30.035524003999967
RSVIN ;SUB VINHEDOS                                       RS       ;VNY;SE VINEYARDS TRANSMISSAO DE ENERGIA S.A.                       ;11/08/2022;27/06/2021,-51.47475600199999,-29.181225002999952
RSVMA ;SUB VILA MARIA                                     RS       ;SUL;CPFL TRANSMISSÃO DE ENERGIA SUL II LTDA.                       ;13/05/2022;16/11/2022,-52.09498600699999,-28.541291006999984
SCAHG ;SUB ARAQUARI-HYOSUNG                               SC       ;CSC;Centrais Elétricas de Santa Catarina S/A                       ;07/08/2011;04/09/2011,-48.73025600599999,-26.497761003999983
SCATA ;SUB ABDON BATISTA                                  SC       ;SRR;ETSE - EMPRESA DE TRANSMISSÃO SERRANA S.A.                     ;21/12/2014;01/12/2014,-51.068256005999956,-27.56982500199996
SCBGR ;SUB BARRA GRANDE                                   SC       ;TAU;EMPRESA DE TRANSMISSÃO DO ALTO DO URUGUAI S/A                  ;31/10/2005;29/09/2005,-51.18333300199998,-27.769167006999965
SCBIG ;SUB BIGUACU ELETROSUL                              SC       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;24/04/2008;22/04/2008,-48.73305630699997,-27.493055701999992
SCBLU ;SUB BLUMENAU                                       SC       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;;02/06/2000,-49.080277800999966,-26.780555606999997
SCCAN ;SUB CANOINHAS ( ELETROSUL )                        SC       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;;02/06/2000,-50.403055601000005,-26.197222203999956
SCCBE ;SUB CEBRACE                                        SC       ;CSC;Centrais Elétricas de Santa Catarina S/A                       ;10/03/2004;07/03/2004,-48.70500000599998,-26.633333005999987
SCCMB ;SUB CAMBORIU MORRO DO BOI                          SC       ;CSC;Centrais Elétricas de Santa Catarina S/A                       ;;31/12/1990,-48.600000000999955,-27.031666703999974
SCCNO ;SUB CAMPOS NOVOS                                   SC       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;;02/06/2000,-51.417500003999976,-27.540555604999952
SCFCO ;SUB FOZ DO CHAPECO                                 RS       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;31/03/2013;14/10/2010,-53.05277800599998,-27.140000000999976
SCFHA ;SUB FORQUILHINHA                                   SC       ;IE1;INTERLIGAÇÃO ELÉTRICA SUL S.A                                  ;09/10/2011;10/10/2011,-49.51888900299997,-28.752778001999957
SCFIL ;SUB DESTERRO                                       SC       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;14/12/2008;29/12/2008,-48.49555600399998,-27.67583300299998
SCFLO ;SUB ROÇADO                                         SC       ;CSD;Celesc Distribuição S.A.                                       ;;02/06/2000,-48.61916670199997,-27.586111106999965
SCGAA ;SUB GAROPABA                                       SC       ;CSC;Centrais Elétricas de Santa Catarina S/A                       ;20/12/2015;,-48.63270800599997,-28.045942002000004
SCGAS2;SUB GASPAR 2                                       SC       ;SRR;ETSE - EMPRESA DE TRANSMISSÃO SERRANA S.A.                     ;10/03/2015;15/03/2015,-49.022099002999994,-26.872776001999966
SCGPR ;SUB GASPAR                                         SC       ;CSC;Centrais Elétricas de Santa Catarina S/A                       ;;02/06/2000,-48.94027779999999,-26.929166705
SCIBA ;SUB IMBITUBA                                       SC       ;CSC;Centrais Elétricas de Santa Catarina S/A                       ;;02/06/2000,-48.67416670199998,-28.238888904999953
SCIFA ;SUB ITAJAIFAZENDA                                  SC       ;CSC;Centrais Elétricas de Santa Catarina S/A                       ;;10/04/2002,-48.640000000999976,-26.944444403999967
SCIND ;SUB INDAIAL                                        SC       ;E11;NEOENERGIA VALE DO ITAJAÍ TRANSMISSÃO DE ENERGIA S.A.          ;22/03/2024;02/10/2023,-49.29388890399997,-26.870833301000005
SCITA ;SUB ILHOTA                                         SC       ;CSD;Celesc Distribuição S.A.                                       ;;02/06/2000,-48.81999999999999,-26.908611104999977
SCITJ ;SUB ITAJAI                                         SC       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;01/01/2001;13/01/2002,-48.78000000099996,-26.97166700699995
SCITJ2;SUB ITAJAI 2                                       SC       ;E11;NEOENERGIA VALE DO ITAJAÍ TRANSMISSÃO DE ENERGIA S.A.          ;28/02/2025;14/05/2025,-48.69638889999999,-26.96472220199996
SCJGM ;SUB JOINVILLE-GM                                   SC       ;CSC;Centrais Elétricas de Santa Catarina S/A                       ;20/05/2012;20/05/2012,-48.863578007,-26.365125000999967
SCJGSL;SUB JARAGUA DO SUL                                 SC       ;E11;NEOENERGIA VALE DO ITAJAÍ TRANSMISSÃO DE ENERGIA S.A.          ;30/05/2025;21/06/2025,-49.18000000699999,-26.440833300999998
SCJINS;SUB JOINVILLE SUL                                  SC       ;E11;NEOENERGIA VALE DO ITAJAÍ TRANSMISSÃO DE ENERGIA S.A.          ;04/12/2025;,-48.850555606,-26.40895560499996
SCJLA ;SUB JORGE LACERDA-A                                SC       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;;29/03/1965,-48.96972200299996,-28.448889002999977
SCJLB ;SUB JORGE LACERDA-B                                SC       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;;15/11/1979,-48.96972200299996,-28.456010006999975
SCJNO ;SUB JOINVILLE NORTE                                SC       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;30/05/2009;11/05/2009,-48.907500005999964,-26.241111004000004
SCJOI ;SUB JOINVILLE                                      SC       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;;02/06/2000,-48.88666669999998,-26.29194440799995
SCJSC ;SUB JOINVILLE SANTA CATARINA                       SC       ;CSC;Centrais Elétricas de Santa Catarina S/A                       ;;31/12/1990,-48.841388903999984,-26.381111100999988
SCLAG ;SUB LAGES                                          SC       ;SCT;STC - SISTEMA DE TRANSMISSÃO CATARINENSE S.A.                  ;07/10/2007;07/10/2007,-50.342222004999996,-27.78000000199995
SCMCH ;SUB MACHADINHO                                     SC       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;;05/11/2001,-51.78472199999999,-27.523333005999973
SCPAL ;SUB PALHOCA (ELETROSUL)                            SC       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;;02/06/2000,-48.69055560199996,-27.64194440199998
SCPCS ;SUB PICARRAS                                       SC       ;CSC;Centrais Elétricas de Santa Catarina S/A                       ;;02/06/2000,-48.696111105,-26.74750000299997
SCPPA ;SUB PALHOCA PINHEIRA                               SC       ;CSC;Centrais Elétricas de Santa Catarina S/A                       ;20/12/2015;,-48.60946400499995,-27.866336004000004
SCRSU ;SUB RIO DO SUL                                     SC       ;SCT;STC - SISTEMA DE TRANSMISSÃO CATARINENSE S.A.                  ;10/10/2007;08/11/2007,-49.62777800099997,-27.18805600799999
SCRTN ;SUB RATONES                                        SC       ;IEB;INTERLIGAÇÃO ELÉTRICA BIGUAÇU S.A.                             ;21/12/2022;28/08/2022,-48.491111106999995,-27.480833308
SCSID ;SUB SIDEROPOLIS (ELETROSUL)                        SC       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;;02/06/2000,-49.411666706000005,-28.601944403000005
SCSID2;SUB SIDEROPOLIS 2                                  SC       ;SSC;EDP TRANSMISSAO ALIANCA SC S.A.                                ;11/08/2022;13/06/2021,-49.408998005,-28.55512400799995
SCTJS ;SUB TIJUCAS                                        SC       ;CSC;Centrais Elétricas de Santa Catarina S/A                       ;;01/06/2000,-48.71750000099996,-27.257500000999983
SCTSU ;SUB TUBARAO SUL                                    SC       ;LTO;EDP TRANSMISSÃO LITORAL SUL S.A.                               ;27/06/2020;10/05/2021,-49.06324700299996,-28.549178004999987
SCVID ;SUB VIDEIRA                                        SC       ;CN1;EVOLTZ VI - CAMPOS NOVOS TRANSMISSORADE ENERGIA S.A.           ;05/07/2009;06/07/2009,-51.09277780399998,-26.99916650399996
SCXAN ;SUB XANXERE (ELETROSUL)                            SC       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;;02/06/2000,-52.39305560299999,-26.86194440099996
SCYTA ;SUB ITA                                            SC       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;;02/06/2000,-52.406944401999965,-27.271666705999962
SEITB ;SUB ITABAIANA                                      SE       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;;02/06/2000,-37.458333305999986,-10.660000003999983
SEITH ;SUB ITABAIANINHA                                   SE       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;;02/06/2000,-37.791658102999975,-11.27636460299999
SEJDM ;SUB JARDIM                                         SE       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;;02/06/2000,-37.141666703,-10.89194440099999
SENSC ;SUB NOSSA SENHORA DO SOCORRO                       SE       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;31/01/2019;17/02/2019,-37.147444001999986,-10.875556007
SEPSG ;SUB PORTO DE SERGIPE                               SE       ;SFT;SÃO FRANCISCO TRANSMISSÃO DE ENERGIA S.A.                      ;31/01/2024;,-36.941388905,-10.816388904999997
SPALP ;SUB ALTA PAULISTA                                  SP       ;IEA;INTERLIGAÇÃO ELÉTRICA AGUAPEÍ S.A.                             ;11/08/2021;19/12/2020,-51.151225001,-21.601225003999957
SPANH ;SUB ANHANGUERA                                     SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-46.769167005999975,-23.493611000999977
SPAPA ;SUB APARECIDA                                      SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-45.25,-22.866388902999972
SPARA ;SUB ARARAQUARA                                     SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-48.26638890099997,-21.784166701999993
SPARA2;SUB ARARAQUARA 2                                   SP       ;AQR;ARARAQUARA TRANSMISSORA DE ENERGIA S.A                         ;26/06/2012;03/06/2012,-48.34909200699997,-21.84467800799996
SPARS ;SUB ARARAS                                         SP       ;IEP;INTERLIGAÇÃO ELÉTRICA PINHEIROS S.A                            ;20/08/2010;05/09/2010,-47.460957006,-22.39512100099995
SPASS ;SUB ASSIS                                          SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;06/02/2000,-50.35111110699995,-22.671944402999998
SPATB ;SUB ATIBAIA II                                     SP       ;IEP;INTERLIGAÇÃO ELÉTRICA PINHEIROS S.A                            ;19/11/2012;07/01/2013,-46.55643300699995,-23.045036003999996
SPAVN ;SUB AVARE NOVA                                     SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;31/03/2003;30/11/2003,-48.93333329999996,-23.061666704999993
SPAZL ;SUB AGUA AZUL                                      SP       ;AAZ;SUBESTACAO AGUA AZUL SPE S.A.                                  ;31/01/2019;26/01/2019,-46.41398300199995,-23.370536007999988
SPBAG ;SUB BAGUACU                                        SP       ;IEA;INTERLIGAÇÃO ELÉTRICA AGUAPEÍ S.A.                             ;29/01/2021;12/02/2021,-50.26944800499996,-21.17472600299999
SPBAN ;SUB BANDEIRANTES                                   SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-46.70000000299996,-23.599722206999957
SPBAU ;SUB BAURU                                          SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-49.10916670399996,-22.290555603999962
SPBER2;SUB BERTIOGA II                                    SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2002,-46.05555549999997,-23.793333308
SPBOJ ;SUB BOM JARDIM                                     SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-46.99222220499996,-23.154166707
SPBOT ;SUB BOTUCATU                                       SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-48.443332999999996,-22.959166705999962
SPBRP ;SUB BRAGANCA PAULISTA                              SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;31/12/1990,-46.556388906999985,-22.934722201
SPBSA ;SUB BAIXADA  SANTISTA                              SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-46.416667007,-23.850000002
SPCAT ;SUB CATANDUVA-CTEEP                                SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-49.01846039999998,-21.13797120099997
SPCAU ;SUB CARAGUATATUBA                                  SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-45.430025704,-23.626778006999984
SPCAV ;SUB CABREUVA                                       SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-47.12583330299998,-23.28333330199996
SPCBA2;SUB CIA.BRASILEIRA ALUMINIO 2                      SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;01/08/2006;26/09/2006,-47.26638800699999,-23.529722005999986
SPCBO ;SUB CAPAO BONITO                                   SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-48.35138890099995,-23.99027780499995
SPCCL ;SUB CARBOCLORO                                     SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;01/10/2004;22/03/2004,-46.41421600399997,-23.866733007999983
SPCEQ ;SUB CERQUILHO III                                  SP       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;31/07/2014;28/07/2014,-47.77241700099995,-23.141278006999983
SPCER ;SUB CERQUILHO                                      SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2002,-47.752500005,-23.161666706999995
SPCTR ;SUB CENTRO-CTR                                     SP       ;7CP;TRANSMISSORA DE ENERGIA CENTRAL PAULISTANA S.A.                ;;02/06/2000,-46.65000000599997,-23.53305560399997
SPCTT ;SUB CENTRO-CTT                                     SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-46.716666705999955,-23.51638890099997
SPCUB1;SUB PETROBRAS CUBATAO                              SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;31/07/2009;01/08/2009,-46.431741402,-23.875833005000004
SPDMR ;SUB DOMENICO RANGONI                               SP       ;ELT;EMPRESA LITORANEA DE TRANSMISSAO DE ENERGIA S.A. - ELTE        ;05/09/2020;31/05/2025,-46.28254800299999,-23.933148004999964
